School Code,School Name,Zip Code
114157,Patriot High,92509
114165,Pixley Middle,93256
114181,Patricia Beatty Elementary,92501
114199,John H. Liechty Middle,90017
114207,Feather River Academy,95993
114215,Lakeport Community Day,95453
114223,Evergreen Community Day K-5,96022
114231,Foothill Plus,96001
114249,Enterprise Plus,96001
114256,Inland Leaders Charter,92399
114264,North County Trade Tech High,92083
114272,SAVA,95820
114314,Bitney College Preparatory Hi,95945
114322,Yuba River Charter,95945
114330,Nevada City School of the Art,95959
114348,Butterfield Charter High,93257
114355,Sierra Charter,93727
114363,Amer. Indian Public Charter II,94607
114371,Rocklin Acad at Meyers Street,95765
114389,Mirus Secondary,92121
114397,Opps. Learning-Baldwin Park II,91011
114405,Casa Ramona Academy for Techn,92411
114421,KIPP King Collegiate High,94580
114439,Mission View Public,93550
114447,"Excel Academy Coll, Sport, Hea",95213
114454,Conservatory of Vocal/Instrum,94619
114462,Health Sciences High,92105
114470,Making Waves Academy,94806
114496,Dr. T. J. Owens Gilroy Early,95020
114504,Summit High (Continuation),92253
114512,California City High,93505
114520,Arroyo Paseo Charter High,92176
114538,Shattuck Independent Study,95315
114546,School of Engineering & Scien,95831
114553,University High,93740
114561,Walnut Elem Education Center,95382
114579,John Green Elementary,94568
114587,Island Community Day,93631
114595,Strathmore Elementary,93267
114603,Dooley Elementary,90805
114637,Vista Magnet Middle Schl TSM,92084
114645,Bethany Elementary,95391
114652,Cobblestone Elementary,95961
114660,Delta Elementary Charter,95612
114678,High Tech High Chula Vista,92106
114686,Ocean Air,92130
114694,High Tech High North County,92106
114702,Sunrise Elementary,95742
114710,Stonegate Elementary,95601
114736,Hector G. Godinez,92704
114751,Pathway Community Day,93706
114769,OUSD Community Day,92869
114777,Pathway Independent Study,90262
114850,West Adams Preparatory High,90007
114868,Oakland Charter High,94607
114876,Aspire Port City Academy,94606
114884,Aspire Junior Collegiate Acad,94606
114900,Anthony P. Russo Academy,95127
114918,James McEntee Academy,95127
114934,Village Charter,95403
114959,Monsenor Oscar Romero Charter,90026
114967,Global Education Academy,90037
114975,Sierra Montessori Academy,95949
114983,Golden Valley Charter School,95662
114991,CORE Butte Charter,95926
115014,KIPP Bridge Charter,94607
115030,Magnolia Science Academy 3,90746
115048,Fenton Primary Center,91342
115055,River Oak Charter,95482
115063,Antioch Charter Academy II,94509
115089,Sky Mountain Charter,95667
115097,Northcoast P & P Arts Academy,95518
115105,Camarillo Academy of Progress,93010
115113,"Ivy Bound Academy of Math, Sc",91403
115139,Center for Advanced Learni,90011
115154,Trillium Charter,95521
115162,Hemet Academy for Applied Aca,92544
115170,School of Extended Ed. Option,91767
115188,Palo Verde Valley Community D,92225
115196,Fresno Academy for Civic,93721
115204,Community United Elementary,94621
115212,Magnolia Science Academy 2,91406
115238,ARISE High,94601
115253,Discovery Charter Prep No. 2,91331
115261,Thurgood Marshall Charter Mid,90056
115287,ICEF Vista Middle Academy,90056
115303,Valentine Peyton Elementary,95212
115329,West Sacramento Early College,95691
115337,Los Angeles County Online Hig,93065
115345,Redding School of the Arts II,96099
115402,Edward C. Merlo Institute of,95206
115428,Hollister Dual Language Acade,95023
115444,Canyon Ridge High,92344
115451,Murray High,92084
115469,Vallejo Charter,94591
115501,Carl Hankey Middle,92692
115519,Santa Margarita Academy,92028
115527,Campbell High Community Day,93644
115535,Lindsey Academy,90805
115543,Quest Academy,91977
115550,Yosemite Falls Education Cent,93614
115568,Great Partnership Spec. Educ.,96003
115576,Futures Elementary,94621
115584,Global Family,94601
115592,Learning Without Limits,94601
115600,East Oakland Pride Elementary,94621
115618,Greenleaf Elementary,94621
115626,West Oakland Middle,94607
115642,Monterey Peninsula Unified Sc,93942
115667,Oakland International High,94609
115709,Riverside Virtual,92506
115725,Lifeline Education Charter,90221
115766,Celerity Dyad Charter,90047
115782,Celerity Troika Charter,90047
115808,Norton Space and Aeronautics,92408
115873,East Hills Academy,91913
115881,Center Learning & Development,92240
115964,Mountain Region Court,91906
115972,Mesa Region Court,92123
115998,San Pasqual Academy,92025
116012,Metro Region Court,92101
116038,North Region Court,92069
116129,Mariposa Schl Global Ed,91301
116137,East Oakland Leadership Acade,94605
116160,Bing Wong Elem,92410
116178,Rodriguez PREP Acad,92404
116285,Redondo Beach Learning Academ,90278
116343,Keith McCarthy Academy,92530
116368,Mission Oak High,93274
116376,Lathrop High,95330
116384,Robert F. Kennedy High,93215
116392,Independence High,93311
116400,Mira Monte High,93307
116434,Orcutt Academy Charter,93455
116459,Antelope High,95843
116467,Joli Ann Leichtag Elementary,92081
116475,Del Sur Elementary,92127
116483,Charlotte N. Werner Elementar,92376
116509,Alliance Media Arts and Enter,90007
116517,Manuel F. Hernandez,93291
116525,Valadez Middle,92780
116533,Alliance Christine O'Donovan,90007
116541,Gale Ranch Middle,94582
116558,Oak Tree Community Day,93550
116566,Walnut Grove Intermediate,91790
116574,Creekview Ranch Middle,95747
116582,Heroes Elementary,92703
116590,Harmony Magnet Academy,93257
116608,Podesta Ranch Elementary,95209
116616,Golden Oak Community,91321
116624,Junction Elementary,95747
116640,Dunlap Leadership Academy,93654
116657,Silas Bartsch,93654
116681,Launch,95949
116699,Frontier Elementary,93230
116707,Encore High for the Performin,92345
116715,Granite Pointe Elementary,93313
116723,Academy of Careers and Explor,92342
116749,Southshore Elementary,92584
116756,Quail Valley Elementary,92584
116764,Willow Grove Elementary,92127
116806,H. Allen Hight Elementary,95835
116814,ACE Charter,95116
116822,Wilder's Prep Acad Charter Mid,90302
116848,Valley Community Day,95326
116855,"Summit High School, II",93160
116863,Marina Vista Elementary,94565
116871,Elizabeth Pinkerton Middle,95757
116889,KIPP San Jose Collegiate,95133
116897,Cosumnes Oaks High,95757
116913,Sugarloaf Mountain JH Prog,95959
116921,Manzanita Public Charter,93438
116939,Innovation Middle,92117
116947,Anna Hause Elementary,92223
116954,Jack London Community Day,91401
116962,Rancho Viejo Middle,92545
116970,Parkwood Elementary,93637
116996,Riverbank Elementary,95605
117010,Minarets High,93645
117028,Dr. James Edward Jones,90037
117036,Enadia Technology Enrich Chtr,91307
117044,Roy Romer Middle,91606
117051,Edward R. Roybal Learning Cen,90026
117069,Helen Bernstein High,90028
117077,APEX Academy,90028
117143,Canyon Oaks Youth Center,94065
117150,Loomis Basin Charter,95650
117168,Golden Eagle Charter,96067
117184,Madera County Independent Aca,93638
117192,SOAR Charter Academy,92408
117218,Dozier-Libbey Medical High,94531
117234,Santa Clarita Valley Int'l,91384
117242,Yuba Environmental Science Ch,95935
117325,Millennial Tech Middle,92102
117333,Memorial Scholars & Athletes,92113
117382,Etiwanda Community Day,91739
117390,Doris Topsy-Elvord Academy,90805
117408,Dorothy McElhinney Middle,92563
117416,Chapman Heights Elementary,92399
117424,May Ranch Elementary,92571
117440,CIS Academy,91107
117457,Great Valley Academy,95350
117598,Alliance Health Services Acad,90007
117606,Alliance Environmental Scienc,90007
117614,New Los Angeles Charter,90016
117622,Magnolia Science Academy 4,90064
117630,Magnolia Science Academy 5,90028
117648,Magnolia Science Academy 6,90034
117655,Magnolia Science Academy 7,91325
117689,Sentinel High,95386
117721,Academic Leadership Community,90017
117739,CIVITAS School of Leadership,90026
117747,Los Angeles High School of th,90005
117754,Los Angeles Teachers Prep Acad,90026
117762,School for the VA & Humanities,90005
117770,Lucille Whitehead Intermediat,95386
117796,New Jerusalem,95304
117804,Ceiba College Prep Academy,95076
117846,Para Los Ninos Middle,90021
117853,Stallworth Charter,95205
117879,Maria Montessori Charter Acad,95765
117887,Juan Bautista de Anza,92004
117895,Synergy Kinetic Academy,90016
117903,KIPP Raices Academy,90022
117911,New Millennium Secondary,90746
117929,Larchmont Charter-W Hollywood,90046
117937,ICEF Vista Elementary Academy,90056
117945,Lou Dantzler Prep Charter Elem,90056
117952,Frederick Douglass Acad. Elem,90056
117960,Aspire Huntington Park Charte,94606
117978,Goethe International Charter,90066
117986,Insight School of California,95492
117994,YouthBuild Charter School of,90007
118000,Urban Discovery Academy Chart,92103
118018,Clovis Online Charter,93611
118026,Educational Outreach Academy,96080
118042,Forest Ranch Charter,95942
118059,LaVerne Elementary Preparator,92340
118067,Juniper Ridge Virtual Academy,96123
118075,Learning Works,91107
118083,Innovations Academy,92131
118109,Silver Valley Community Day,92398
118125,Aspire University Charter,94606
118158,Anahuacalmecac Int'l Prep High,90032
118174,OUSD Home Sch,92869
118182,River's Edge Community Day,95546
118190,Two Rivers Community Day,65546
118208,Heritage CCCOE SE Programs,94513
118224,Aspire Golden State CP Academy,94606
118232,Aspire East Palo Alto Phoenix,94606
118257,Honey Run Academy Elementary,95969
118299,Elem. Community Day II,93514
118307,Pride Continuation,95215
118315,San Diego Early/Middle College,92101
118323,National University Academy,92083
118349,Big Sur Charter,93920
118380,Christopher High,95020
118430,Mission Vista High,92084
118455,Ballington Academy for the Ar,92108
118489,Aspire California College Prep,94606
118497,Aspire Langston Hughes Academy,94606
118513,Richard M. Moon Primary,95386
118521,Centinela Valley Independent,90260
118539,WCCUSD Community Day,94801
118588,Animo Locke High #1,90061
118596,Animo Locke High #2,90061
118653,Ralph J. Bunche High,94607
118695,PEEP - de'Groot - Prepare,93401
118729,Williams Upper Elementary,95987
118737,Williams Junior High,95987
118745,Gerber Jr./Sr. High,95826
118752,Spanos (Alex G.) Elementary,95203
118760,Barack Obama Charter,90059
118794,Murrieta Mesa High,92562
118802,Citrus Valley High,92373
118810,Mesa Verde Elementary,65367
118851,King-Chavez Community High,92101
118885,Shadow Hills High,92201
118919,Sierra Pacific High,93230
118927,Walnut Grove Elementary,95363
118935,Del Norte High,92127
118943,Cabot Yerxa Elementary,92240
118950,Sherman Thomas Charter High,93638
118968,Community Day,94510
118976,Phoenix Program,96001
118992,Magnolia Inde Learning Center,96001
119008,Shasta Independent Learning,96001
119016,Da Vinci Science,90250
119024,Rocketship Si Se Puede,94301
119032,Creekside Elementary,94506
119040,John C. Kimball High,95377
119073,Crossroads Alternative Ed.,93635
119081,Bishop Independent Study,93513
119099,Douglas J. Miller Elementary,93313
119107,"Krystal School of Science, Ma",92345
119115,Oak Hills High,92344
119131,Liberty Ranch High,95632
119164,Mesa View Middle,92399
119180,Frank Augustus Miller Middle,92504
119206,Hans Christensen Middle,92584
119214,CORE Placer Charter,95713
119222,Nea Community Learning Center,94501
119230,West Creek Academy,91354
119248,Golden Oak Montessori of Hayw,94545
119255,EJE Middle Academy,92020
119263,CalPac SD,92660
119271,High Tech Middle North County,92106
119289,Sierra County Opportunity,96126
119305,Desert Ridge Academy,92203
119313,John and Jacquelyn Miller Ele,93534
119321,VanderMolen Fundamental Elem,91752
119339,Vang Pao Elementary,93702
119354,Independence High,93446
119362,Edgewater Elementary,95901
119396,E.A.R.T.H.S.,91320
119404,Yorba Linda High,92886
119412,Juan Lagunas Soria Elementary,93030
119420,Vernon E. Greer Elementary,95632
119438,Paramount Park Middle,90723
119446,Alondra Middle,90723
119487,Western Sierra Collegiate Acad,95765
119503,Everest Public High,94063
119529,PTS-Orangevale,95662
119537,PTS-Santa Ana,92626
119552,Today's Fresh Start Ch Inglewo,90043
119560,San Diego Neighborhood Homesch,92052
119578,Da Vinci Charter Academy,95616
119586,R.A.A.M.P. Charter Academy,94531
119594,Leonardo da Vinci Health Sci,91912
119602,University Preparatory High,93277
119610,Gompers Preparatory Academy,92102
119628,Big Picture High School Fresno,93706
119636,Da Vinci Design,90250
119651,Sun Valley High,91352
119669,Paramount Bard Academy,93215
119685,New Open World Academy,90010
119693,UCLA Community,90005
119701,Sal Castro Middle,90026
119719,School of Engineering and Tech,90033
119727,Ramon C. Cortines School of V,90012
119735,Young Oak Kim Academy,90005
119743,Stockton Uni Early College Aca,95202
119750,River Montessori Elementary C,94954
119784,Stockton High,95202
119859,Gateway to College at Laney C,94607
119875,S.F. International High,94110
119925,Ada Clegg Elementary,92647
119958,Academy of Arts and Sciences,94131
119966,School of Math and Science,90033
119974,Santa Rosa Charter Academy,90065
119982,Equitas Academy Charter,90015
119990,Diego Hills Charter,93534
120006,New Vision Middle,92404
120014,Endeavor College Prep. Charter,90012
120022,Valor Academy Charter,91331
120030,Alliance College-Ready Mid#4,90007
120048,Alliance College-Ready Mid#5,90031
120055,Nueva Esperanza Charter Acade,91502
120063,Independence Charter,95356
120071,New Designs Charter-Watts,90061
120089,Gratton Charter,95316
120097,Academia Moderna,90255
120105,Creekside Cooperative Charter,96145
120113,Natomas Pacific Pathways Middl,95834
120121,REACH,95472
120139,Nueva Vista Language Academy,93215
120154,CalPac CC,92660
120170,Academy of Personalized Learn,96002
120188,Aspire ERES Academy,94606
120204,Sycamore Academy of Science a,92595
120212,Aspire Vanguard College Prep.,94606
120220,Evergreen Elementary,95605
120238,Evergreen Middle,95691
120246,Casa Blanca Academy,93625
120253,Mountain Peak Charter,92081
120261,Magnolia Science Academy Sant,95051
120279,Mercury Online Academy of SoCa,92595
120287,New Day Academy,96123
120303,ICEF Inglewood Elem Charter,90056
120311,ICEF Inglewood Mid Chart Acad,90056
120329,Cal Aero Preserve Academy,91710
120337,Kit Carson Elementary,90250
120360,Daniel Pearl Jour & Com Magnet,91406
120378,Paramount AEC,90712
120386,Chinese Immersion at DeAvila,94117
120394,Inspire School of Arts and Sc,95926
120402,Alta Vista Alternative High,93101
120410,iHigh Virtual Academy,92110
120444,Mt. McKinley,94553
120451,Quest Academy Community Day,91016
